City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
58,Roros,NO,2022-07-24 22:19:21,62.5747,11.3842,57.04,77,100,5.75
59,Cape Town,ZA,2022-07-24 22:18:55,-33.9258,18.4232,53.11,81,0,3.0
60,Kyshtovka,RU,2022-07-24 22:19:22,56.555,76.6271,57.13,73,77,8.61
61,Laguna,US,2022-07-24 22:19:22,38.421,-121.4238,105.35,27,0,6.91
62,Hobart,AU,2022-07-24 22:16:37,-42.8794,147.3294,43.27,95,40,3.44
63,Ranong,TH,2022-07-24 22:19:23,9.9658,98.6348,77.13,91,59,3.27
64,Qui Nhon,VN,2022-07-24 22:19:23,13.7667,109.2333,79.63,84,28,4.12
65,Oussouye,SN,2022-07-24 22:19:23,12.485,-16.5469,77.09,86,100,4.0
66,Le Moule,GP,2022-07-24 22:19:24,16.3332,-61.3473,82.44,100,5,3.0
67,Borogontsy,RU,2022-07-24 22:19:24,62.6683,131.1683,70.27,64,3,1.81
68,Riverton,US,2022-07-24 22:16:26,40.5219,-111.9391,90.91,33,0,16.11
69,Bluff,NZ,2022-07-24 22:19:24,-46.6,168.3333,36.81,83,84,9.82
70,Pocone,BR,2022-07-24 22:19:25,-16.2567,-56.6228,84.13,27,1,2.68
71,Tuktoyaktuk,CA,2022-07-24 22:19:25,69.4541,-133.0374,48.2,87,75,6.91
72,Boueni,YT,2022-07-24 22:19:25,-12.9025,45.0761,69.78,66,0,4.0
73,Tabou,CI,2022-07-24 22:19:26,4.423,-7.3528,75.15,77,100,6.06
74,New Norfolk,AU,2022-07-24 22:17:33,-42.7826,147.0587,42.91,89,79,2.35
75,Namibe,AO,2022-07-24 22:19:26,-15.1961,12.1522,63.54,87,76,5.03
76,Avarua,CK,2022-07-24 22:19:27,-21.2078,-159.775,73.45,53,20,5.75
77,Mar Del Plata,AR,2022-07-24 22:17:40,-38.0023,-57.5575,52.09,97,100,4.0
78,Bathsheba,BB,2022-07-24 22:19:27,13.2167,-59.5167,83.01,91,40,12.66
79,Qaanaaq,GL,2022-07-24 22:19:27,77.484,-69.3632,39.85,93,100,0.22
80,Palmer,US,2022-07-24 22:19:28,42.1584,-72.3287,93.81,49,70,1.99
81,Sao Joao Del Rei,BR,2022-07-24 22:19:28,-21.1356,-44.2617,63.86,55,54,5.95
82,San Quintin,MX,2022-07-24 22:19:28,30.4833,-115.95,73.35,70,95,11.12
83,Thompson,CA,2022-07-24 22:16:39,55.7435,-97.8558,71.76,37,75,6.91
84,Sioux Lookout,CA,2022-07-24 22:17:39,50.1001,-91.917,57.27,82,100,11.5
85,North Platte,US,2022-07-24 22:19:29,41.1239,-100.7654,84.09,45,0,12.66
86,Tasiilaq,GL,2022-07-24 22:19:26,65.6145,-37.6368,46.56,82,27,5.06
87,Sampit,ID,2022-07-24 22:19:30,-2.5333,112.95,70.92,98,20,2.39
88,Sola,VU,2022-07-24 22:19:30,-13.8833,167.55,80.29,78,13,5.23
89,Tibiao,PH,2022-07-24 22:19:30,11.2915,122.0354,80.29,78,80,2.98
90,Shimoda,JP,2022-07-24 22:19:31,34.6667,138.95,79.45,79,100,4.09
91,Durango,MX,2022-07-24 22:17:25,24.8333,-104.8333,75.38,40,70,9.95
92,Lithakia,GR,2022-07-24 22:19:31,37.7167,20.8333,72.77,66,0,10.11
93,Atuona,PF,2022-07-24 22:20:17,-9.8,-139.0333,76.71,65,60,16.84
94,Udachnyy,RU,2022-07-24 22:20:31,66.4167,112.4,65.25,85,100,10.09
95,Salalah,OM,2022-07-24 22:20:32,17.0151,54.0924,77.09,88,75,6.91
96,Half Moon Bay,US,2022-07-24 22:20:32,37.4636,-122.4286,89.91,65,100,14.97
97,Tsogni,GA,2022-07-24 22:20:32,-2.7942,10.0988,69.66,90,73,2.75
98,Hirara,JP,2022-07-24 22:20:33,24.8,125.2833,84.47,89,40,1.14
99,Lompoc,US,2022-07-24 22:20:33,34.6391,-120.4579,86.68,68,0,16.11
100,Boa Vista,BR,2022-07-24 22:20:33,2.8197,-60.6733,82.38,74,40,5.75
101,Catalina,US,2022-07-24 22:20:34,32.5056,-110.9211,89.22,60,35,5.01
102,Oeiras,BR,2022-07-24 22:20:34,-7.0253,-42.1311,79.21,38,31,6.62
103,Mahajanga,MG,2022-07-24 22:20:34,-15.7167,46.3167,69.96,64,12,4.0
104,Dubbo,AU,2022-07-24 22:20:35,-32.25,148.6167,50.13,87,40,6.91
105,Bartica,GY,2022-07-24 22:20:35,6.4,-58.6167,79.12,97,86,2.59
106,Hundested,DK,2022-07-24 22:20:35,55.9667,11.8667,66.34,77,98,14.07
107,Fort Nelson,CA,2022-07-24 22:20:36,58.8053,-122.7002,72.99,31,75,6.91
108,Chuy,UY,2022-07-24 22:20:36,-33.6971,-53.4616,58.06,99,54,5.03
109,Bungu,TZ,2022-07-24 22:20:36,-7.6337,39.0582,66.54,94,3,1.86
110,Kizukuri,JP,2022-07-24 22:20:37,40.8061,140.3861,74.1,81,4,0.47
111,Nabisar,PK,2022-07-24 22:20:37,25.0685,69.6419,80.67,86,100,13.38
112,Copiapo,CL,2022-07-24 22:20:38,-27.3667,-70.3333,53.29,56,0,1.63
113,Chulym,RU,2022-07-24 22:20:38,55.0997,80.9572,50.7,92,100,7.87
114,Zeya,RU,2022-07-24 22:20:38,53.75,127.2667,71.58,67,1,1.74
115,Neiafu,TO,2022-07-24 22:20:39,-18.65,-173.9833,79.48,69,75,11.5
116,Metkovic,HR,2022-07-24 22:20:39,43.0542,17.6483,86.47,67,41,5.55
117,Barra,BR,2022-07-24 22:20:39,-11.0894,-43.1417,77.25,54,73,11.25
118,Rock Sound,BS,2022-07-24 22:20:40,24.9,-76.2,82.71,75,7,16.93
119,Hamilton,US,2022-07-24 22:20:40,39.1834,-84.5333,91.76,63,20,9.22
120,Loukhi,RU,2022-07-24 22:20:41,66.0764,33.0381,50.61,87,52,4.21
121,Bethel,US,2022-07-24 22:17:45,41.3712,-73.414,92.77,52,0,11.5
122,Comodoro Rivadavia,AR,2022-07-24 22:18:45,-45.8667,-67.5,31.86,86,0,6.91
123,Yerbogachen,RU,2022-07-24 22:20:41,61.2767,108.0108,64.0,79,100,2.35
124,Nishihara,JP,2022-07-24 22:20:43,26.1842,127.7558,83.48,89,75,3.44
125,Hambantota,LK,2022-07-24 22:20:43,6.1241,81.1185,79.45,78,100,17.47
126,Tashla,RU,2022-07-24 22:20:43,51.7716,52.7427,64.96,78,100,8.48
127,La Palma,US,2022-07-24 22:20:44,33.8464,-118.0467,98.96,66,20,11.5
128,Flinders,AU,2022-07-24 22:20:44,-34.5833,150.8552,51.39,93,2,7.0
129,Port Elizabeth,ZA,2022-07-24 22:20:44,-33.918,25.5701,54.1,93,75,3.44
130,Yulara,AU,2022-07-24 22:20:45,-25.2406,130.9889,49.3,74,0,11.68
131,Kostino,RU,2022-07-24 22:20:45,58.9097,53.2691,62.71,94,2,4.43
132,Fortuna,US,2022-07-24 22:19:04,40.5982,-124.1573,62.98,71,18,8.23
133,Talakan,RU,2022-07-24 22:20:45,50.3167,130.3667,67.96,85,8,1.45
134,Maraa,BR,2022-07-24 22:20:46,-1.8333,-65.3667,75.96,95,90,3.02
135,Inhambane,MZ,2022-07-24 22:19:49,-23.865,35.3833,68.11,84,61,14.16
136,Verkhoyansk,RU,2022-07-24 22:21:46,67.5447,133.385,65.52,71,83,0.85
137,Mingyue,CN,2022-07-24 22:21:47,43.1069,128.9217,66.04,99,96,2.59
138,Kirakira,SB,2022-07-24 22:21:47,-10.4544,161.9205,82.26,74,13,6.11
139,Longyearbyen,SJ,2022-07-24 22:18:11,78.2186,15.6401,48.04,81,75,11.5
140,Norman Wells,CA,2022-07-24 22:21:48,65.282,-126.8329,73.44,33,75,6.91
141,Muros,ES,2022-07-24 22:21:48,42.7762,-9.0603,64.69,87,71,2.39
142,Elmadag,TR,2022-07-24 22:21:48,39.9208,33.2308,66.33,60,0,5.1
143,East London,ZA,2022-07-24 22:20:16,-33.0153,27.9116,59.49,59,68,8.75
144,Ribeira Grande,PT,2022-07-24 22:21:49,38.5167,-28.7,74.91,89,13,6.55
145,Lasa,IT,2022-07-24 22:21:49,46.6166,10.7002,72.48,91,23,2.71
146,Zarand,IR,2022-07-24 22:21:49,30.8127,56.564,83.55,18,2,5.53
147,Coihaique,CL,2022-07-24 22:21:08,-45.5752,-72.0662,34.41,75,100,3.44
148,Saint-Georges,GD,2022-07-24 22:21:19,12.0564,-61.7485,83.88,74,20,11.5
149,Khaniotis,GR,2022-07-24 22:21:50,39.9991,23.58,80.33,60,3,1.59
150,Carnarvon,AU,2022-07-24 22:21:50,-24.8667,113.6333,56.52,52,0,15.84
151,Eureka,US,2022-07-24 22:21:47,40.8021,-124.1637,101.75,75,27,5.01
152,Huasahuasi,PE,2022-07-24 22:21:51,-11.3167,-75.6167,44.65,82,83,4.09
153,Te Anau,NZ,2022-07-24 22:21:51,-45.4167,167.7167,40.08,89,97,0.49
154,Puerto Escondido,MX,2022-07-24 22:20:18,15.85,-97.0667,76.03,73,100,9.22
155,Caravelas,BR,2022-07-24 22:21:52,-17.7125,-39.2481,69.71,80,88,5.41
156,Huancavelica,PE,2022-07-24 22:21:52,-12.7667,-74.9833,35.06,95,94,4.12
157,Brae,GB,2022-07-24 22:21:52,60.3964,-1.353,52.99,95,100,9.24
158,Alta Floresta,BR,2022-07-24 22:21:53,-9.8756,-56.0861,82.58,30,1,4.27
159,Labelle,US,2022-07-24 22:21:53,26.7617,-81.4384,90.23,53,58,10.2
160,Ilulissat,GL,2022-07-24 22:21:53,69.2167,-51.1,39.74,91,100,3.51
161,Kodiak,US,2022-07-24 22:21:54,57.79,-152.4072,54.91,88,100,13.8
162,Kungurtug,RU,2022-07-24 22:21:54,50.5994,97.5228,44.76,92,7,2.35
163,Kununurra,AU,2022-07-24 22:21:54,-15.7667,128.7333,46.38,93,19,0.0
164,Zhigansk,RU,2022-07-24 22:21:55,66.7697,123.3711,59.32,76,11,9.22
165,Tukrah,LY,2022-07-24 22:21:55,32.5341,20.5791,78.26,81,0,7.72
166,Marawi,PH,2022-07-24 22:21:55,7.9986,124.2928,69.66,92,100,3.76
167,Lorengau,PG,2022-07-24 22:21:56,-2.0226,147.2712,83.41,74,68,8.43
168,Novosergiyevka,RU,2022-07-24 22:21:56,52.0934,53.6528,66.63,75,90,2.77
169,Souillac,MU,2022-07-24 22:20:16,-20.5167,57.5167,62.98,88,75,3.44
170,Lebu,CL,2022-07-24 22:18:09,-37.6167,-73.65,50.18,96,100,7.7
171,Burdur,TR,2022-07-24 22:21:57,37.7203,30.2908,68.7,35,0,10.36
172,Sitka,US,2022-07-24 22:21:57,57.0531,-135.33,57.09,94,100,12.66
173,Abu Samrah,SY,2022-07-24 22:21:57,35.3029,37.1841,77.68,31,0,6.89
174,Narrabri,AU,2022-07-24 22:21:58,-30.3167,149.7833,47.52,85,62,1.99
175,Bumba,CD,2022-07-24 22:21:58,2.1833,22.4667,73.36,84,100,0.56
176,Sambava,MG,2022-07-24 22:21:58,-14.2667,50.1667,68.43,85,49,9.24
177,Ferrol,ES,2022-07-24 22:19:56,43.4832,-8.2369,66.72,86,49,4.97
178,Valdivia,CL,2022-07-24 22:17:32,-39.8142,-73.2459,48.29,98,100,3.76
179,Lethem,GY,2022-07-24 22:21:59,3.3803,-59.7968,77.0,88,100,3.85
180,Balotra,IN,2022-07-24 22:21:59,25.8333,72.2333,80.69,85,100,13.4
181,Aklavik,CA,2022-07-24 22:22:00,68.2191,-135.0107,58.78,54,12,4.34
182,Nadym,RU,2022-07-24 22:23:00,65.5333,72.5167,50.67,78,97,12.93
183,Somerset,US,2022-07-24 22:21:29,40.5668,-74.5496,100.26,37,0,8.05
184,Georgetown,MY,2022-07-24 22:19:21,5.4112,100.3354,78.73,94,40,3.44
185,Trofors,NO,2022-07-24 22:23:00,65.5333,13.4063,55.27,77,100,4.7
186,Port-Gentil,GA,2022-07-24 22:23:01,-0.7193,8.7815,75.16,83,40,8.05
187,Calama,CL,2022-07-24 22:23:01,-22.4667,-68.9333,64.89,17,0,17.27
188,Salisbury,GB,2022-07-24 22:22:54,51.0693,-1.7957,67.64,86,75,11.5
189,Vao,NC,2022-07-24 22:23:02,-22.6667,167.4833,71.98,74,96,12.73
190,Chipinge,ZW,2022-07-24 22:23:02,-20.1883,32.6236,55.47,52,0,4.25
191,Vila Franca Do Campo,PT,2022-07-24 22:23:02,37.7167,-25.4333,77.2,85,75,4.52
192,Bubaque,GW,2022-07-24 22:23:03,11.2833,-15.8333,78.17,84,100,7.38
193,Sao Filipe,CV,2022-07-24 22:23:03,14.8961,-24.4956,78.48,83,95,4.85
194,Thinadhoo,MV,2022-07-24 22:23:03,0.5333,72.9333,82.04,73,100,7.7
195,Gilbues,BR,2022-07-24 22:23:04,-9.8317,-45.3439,77.92,33,78,4.74
196,Menongue,AO,2022-07-24 22:23:04,-14.6585,17.691,57.36,42,1,3.98
197,Carutapera,BR,2022-07-24 22:23:04,-1.195,-46.02,76.23,92,100,5.88
198,Dikson,RU,2022-07-24 22:23:05,73.5069,80.5464,45.91,92,100,17.52
199,Chapais,CA,2022-07-24 22:23:05,49.7834,-74.8492,58.78,97,100,10.78
200,Bonavista,CA,2022-07-24 22:23:05,48.6499,-53.1147,64.33,95,82,8.57
201,Leningradskiy,RU,2022-07-24 22:23:06,69.3833,178.4167,34.65,97,100,3.69
202,Roma,US,2022-07-24 22:21:20,43.2128,-75.4557,87.73,83,100,0.0
203,Maneciu,RO,2022-07-24 22:23:06,45.3167,25.9833,67.93,80,35,7.07
204,Nuuk,GL,2022-07-24 22:23:07,64.1835,-51.7216,48.81,81,40,5.75
205,Nioro,GM,2022-07-24 22:23:07,13.35,-15.75,75.72,87,59,4.74
206,Kavieng,PG,2022-07-24 22:23:07,-2.5744,150.7967,83.5,75,44,12.08
207,Ambilobe,MG,2022-07-24 22:23:08,-13.2,49.05,64.74,84,41,3.83
208,Hofn,IS,2022-07-24 22:23:08,64.2539,-15.2082,51.67,87,35,4.79
209,Maceio,BR,2022-07-24 22:20:21,-9.6658,-35.7353,76.44,69,40,3.44
210,Svetlogorsk,BY,2022-07-24 22:23:09,52.6333,29.7333,59.27,95,8,8.41
211,Haines Junction,CA,2022-07-24 22:23:09,60.7522,-137.5108,57.15,77,100,2.3
212,Srednekolymsk,RU,2022-07-24 22:23:10,67.45,153.6833,67.93,37,65,10.04
213,Moron,AR,2022-07-24 22:23:10,-34.6534,-58.6198,60.69,98,100,9.01
214,Sao Joao Da Barra,BR,2022-07-24 22:22:23,-21.6403,-41.0511,71.38,85,0,12.86
215,Tuatapere,NZ,2022-07-24 22:23:10,-46.1333,167.6833,43.23,92,100,3.06
216,Goias,BR,2022-07-24 22:23:11,-15.5807,-49.6362,75.27,30,0,2.26
217,Codrington,AU,2022-07-24 22:23:11,-38.2667,141.9667,55.69,79,100,18.68
218,Gigmoto,PH,2022-07-24 22:23:11,13.7796,124.39,81.12,84,83,2.37
219,Caceres,ES,2022-07-24 22:23:12,39.522,-6.3748,81.91,22,44,6.62
220,Hauterive,FR,2022-07-24 22:23:12,46.0901,3.4459,74.16,45,0,3.36
221,Emba,KZ,2022-07-24 22:23:12,48.8264,58.1442,74.91,48,56,1.5
222,Luderitz,NA,2022-07-24 22:23:13,-26.6481,15.1594,66.79,49,1,7.81
223,Pangnirtung,CA,2022-07-24 22:23:13,66.1451,-65.7125,53.76,66,37,3.94
224,Soyo,AO,2022-07-24 22:23:13,-6.1349,12.3689,70.3,91,27,7.63
225,Kalmunai,LK,2022-07-24 22:23:14,7.4167,81.8167,80.85,72,100,3.4
226,Zhuhai,CN,2022-07-24 22:19:18,22.2769,113.5678,88.86,84,20,5.75
227,Bulgan,MN,2022-07-24 22:23:14,48.8125,103.5347,47.34,85,9,2.55
228,Farafenni,GM,2022-07-24 22:24:15,13.5667,-15.6,77.41,84,81,5.82
229,Saint-Philippe,RE,2022-07-24 22:24:15,-21.3585,55.7679,65.21,80,44,10.13
230,Bambous Virieux,MU,2022-07-24 22:24:15,-20.3428,57.7575,62.85,88,75,3.44
231,Kruisfontein,ZA,2022-07-24 22:21:42,-34.0033,24.7314,51.89,83,46,4.07
232,Constitucion,CL,2022-07-24 22:22:36,-35.3333,-72.4167,53.92,93,100,8.61
233,Skibbereen,IE,2022-07-24 22:24:16,51.55,-9.2667,59.11,92,96,19.33
234,Oktyabrskoye,RU,2022-07-24 22:24:16,43.0645,44.7417,60.94,88,97,4.47
235,Taganak,PH,2022-07-24 22:24:16,6.0833,118.3,77.14,82,100,11.65
236,Pangai,TO,2022-07-24 22:22:19,-19.8,-174.35,77.11,69,40,18.41
237,Ugoofaaru,MV,2022-07-24 22:24:17,5.6667,73.0,81.28,76,85,11.07
238,Kieta,PG,2022-07-24 22:24:17,-6.2167,155.6333,82.51,74,16,3.87
239,Cobija,BO,2022-07-24 22:24:18,-11.0267,-68.7692,81.43,62,93,2.55
240,Broken Hill,AU,2022-07-24 22:24:18,-31.95,141.4333,54.36,57,68,9.24
241,Tautira,PF,2022-07-24 22:24:18,-17.7333,-149.15,78.66,77,5,13.78
242,Havre-Saint-Pierre,CA,2022-07-24 22:24:19,50.2334,-63.5986,71.96,64,0,10.36
243,Minot,US,2022-07-24 22:23:35,48.2325,-101.2963,75.42,46,20,8.05
244,Rio Gallegos,AR,2022-07-24 22:24:19,-51.6226,-69.2181,28.45,80,0,10.36
245,Verkhnyaya Inta,RU,2022-07-24 22:24:20,65.9811,60.3094,48.85,79,100,10.6
246,Xinzhi,CN,2022-07-24 22:24:20,36.4989,111.7047,76.12,61,56,3.85
247,Droitwich,GB,2022-07-24 22:24:20,52.2667,-2.15,64.98,92,100,14.54
248,Pangkalanbuun,ID,2022-07-24 22:24:21,-2.6833,111.6167,72.01,97,66,2.55
249,Outjo,NA,2022-07-24 22:24:21,-20.1167,16.15,63.99,33,10,4.88
250,Adrar,MR,2022-07-24 22:24:21,20.5022,-10.0711,98.58,6,3,10.04
251,Port Lincoln,AU,2022-07-24 22:24:22,-34.7333,135.8667,54.91,67,92,22.59
252,Faanui,PF,2022-07-24 22:24:22,-16.4833,-151.75,78.26,77,3,11.54
253,Cherrapunji,IN,2022-07-24 22:24:22,25.3,91.7,61.7,98,100,0.94
254,Inongo,CD,2022-07-24 22:24:23,-1.95,18.2667,69.96,86,100,2.04
255,Kulhudhuffushi,MV,2022-07-24 22:24:23,6.6221,73.07,81.19,77,97,12.53
256,Saskylakh,RU,2022-07-24 22:23:18,71.9167,114.0833,65.59,67,64,9.24
257,Camacha,PT,2022-07-24 22:24:24,33.0833,-16.3333,71.02,78,20,5.75
258,Yinchuan,CN,2022-07-24 22:19:55,38.4681,106.2731,74.25,49,3,7.36
259,Tateyama,JP,2022-07-24 22:24:24,34.9833,139.8667,83.1,83,99,9.75
260,Smithers,CA,2022-07-24 22:24:25,54.7804,-127.1743,59.32,82,100,2.3
261,Kaohsiung,TW,2022-07-24 22:24:26,22.6163,120.3133,85.03,82,75,4.61
262,Plouzane,FR,2022-07-24 22:24:26,48.3833,-4.6167,64.72,94,100,11.5
263,Port Hedland,AU,2022-07-24 22:24:26,-20.3167,118.5667,60.85,51,0,9.22
264,Bolshaya Martynovka,RU,2022-07-24 22:24:27,47.271,41.6679,66.72,73,74,7.43
265,Sinnamary,GF,2022-07-24 22:23:17,5.3833,-52.95,78.26,86,99,8.34
266,College,US,2022-07-24 22:19:43,64.8569,-147.8028,71.08,40,75,4.61
267,Constantine,DZ,2022-07-24 22:24:27,36.365,6.6147,80.01,34,0,4.61
268,Rabat,MA,2022-07-24 22:24:28,33.9911,-6.8401,86.07,37,82,5.75
269,Saldanha,ZA,2022-07-24 22:24:28,-33.0117,17.9442,50.05,69,0,9.73
270,Tecoanapa,MX,2022-07-24 22:24:29,16.5167,-98.75,84.92,70,99,9.64
271,Makakilo City,US,2022-07-24 22:24:29,21.3469,-158.0858,84.52,55,100,17.27
272,Ojinaga,MX,2022-07-24 22:25:29,29.5667,-104.4167,104.58,28,0,6.91
273,Alofi,NU,2022-07-24 22:25:30,-19.0595,-169.9187,75.09,60,100,17.27
274,Antas,PT,2022-07-24 22:25:30,41.7364,-8.3089,64.02,75,0,2.86
275,Inzer,RU,2022-07-24 22:25:30,54.2167,57.5556,60.28,90,5,2.86
276,Thunder Bay,CA,2022-07-24 22:23:19,48.4001,-89.3168,62.51,72,75,12.66
277,Rapar,IN,2022-07-24 22:25:31,23.5667,70.6333,79.7,85,88,16.13
278,Abong Mbang,CM,2022-07-24 22:25:31,3.9833,13.1833,67.12,99,100,1.41
279,Kyabe,TD,2022-07-24 22:25:31,9.4515,18.9449,74.3,89,97,2.66
280,Cockburn Town,TC,2022-07-24 22:23:18,21.4612,-71.1419,80.56,78,40,11.5
281,Bluefields,NI,2022-07-24 22:25:32,12.0137,-83.7635,80.67,89,40,9.22
282,Buin,CL,2022-07-24 22:25:32,-33.7333,-70.75,63.88,85,99,3.71
283,Ganzhou,CN,2022-07-24 22:25:33,28.8184,115.4327,80.69,86,1,0.43
284,Melo,UY,2022-07-24 22:25:33,-32.3667,-54.1833,67.14,91,58,4.63
285,Ponta Delgada,PT,2022-07-24 22:25:33,37.7333,-25.6667,77.5,94,40,6.91
286,Olinda,BR,2022-07-24 22:20:56,-8.0089,-34.8553,76.73,65,0,16.11
287,Guerrero Negro,MX,2022-07-24 22:25:34,27.9769,-114.0611,80.28,53,36,13.67
288,Bonoua,CI,2022-07-24 22:25:34,5.2741,-3.595,78.42,83,97,5.61
289,Alyangula,AU,2022-07-24 22:25:34,-13.8483,136.4192,67.87,94,75,0.0
290,Komsomolskiy,UZ,2022-07-24 22:25:35,40.4272,71.7189,83.12,21,0,9.22
291,Mushie,CD,2022-07-24 22:25:35,-3.0167,16.9,77.47,71,27,3.2
292,Mayo,US,2022-07-24 22:20:57,38.8876,-76.5119,97.11,70,0,10.36
293,Margate,GB,2022-07-24 22:25:36,51.3813,1.3862,70.88,65,99,3.0
294,Ostrovnoy,RU,2022-07-24 22:25:36,68.0531,39.5131,50.25,92,96,12.17
295,Kidal,ML,2022-07-24 22:25:37,18.4411,1.4078,90.81,36,60,7.23
