City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
259,Isangel,VU,2022-07-23 22:36:45,clear sky,-19.55,169.2667,80.15,77,8,12.5
260,Shingu,JP,2022-07-23 22:34:06,broken clouds,33.7333,135.9833,80.4,65,78,0.51
261,Sao Mateus,BR,2022-07-23 22:36:46,clear sky,-18.7161,-39.8589,69.08,77,3,5.5
262,Praya,CV,2022-07-23 22:35:28,broken clouds,14.9215,-23.5087,79.34,83,75,6.91
263,Egvekinot,RU,2022-07-23 22:36:46,overcast clouds,66.3167,-179.1667,41.94,68,100,6.4
264,Gravdal,NO,2022-07-23 22:36:47,broken clouds,68.1214,13.5031,52.47,77,58,6.91
265,Cairns,AU,2022-07-23 22:32:51,scattered clouds,-16.9167,145.7667,70.57,69,29,8.28
266,Bilibino,RU,2022-07-23 22:32:20,overcast clouds,68.0546,166.4372,57.56,42,98,1.59
267,Borgarnes,IS,2022-07-23 22:36:47,overcast clouds,64.5383,-21.9206,55.81,86,95,2.17
268,Nagato,JP,2022-07-23 22:36:47,overcast clouds,34.3833,131.2,78.8,74,100,6.24
269,Zanjan,IR,2022-07-23 22:36:48,few clouds,36.6736,48.4787,59.92,77,20,7.54
270,Cookeville,US,2022-07-23 22:36:48,clear sky,36.1628,-85.5016,92.62,68,0,1.01
271,Hami,CN,2022-07-23 22:36:48,scattered clouds,42.8,93.45,84.29,21,49,7.92
272,Chimore,BO,2022-07-23 22:36:49,scattered clouds,-16.9833,-65.1333,80.46,53,50,2.64
273,Nome,US,2022-07-23 22:33:29,overcast clouds,64.5011,-165.4064,48.27,87,100,12.66
274,Turbat,PK,2022-07-23 22:36:49,overcast clouds,26.0023,63.044,82.24,78,96,6.91
275,Loharu,IN,2022-07-23 22:36:50,overcast clouds,28.45,75.8167,84.33,74,100,8.32
276,Sept-Iles,CA,2022-07-23 22:35:02,broken clouds,50.2001,-66.3821,68.52,95,75,4.61
277,Flin Flon,CA,2022-07-23 22:33:25,broken clouds,54.7682,-101.865,64.24,55,75,8.05
278,Kaeo,NZ,2022-07-23 22:37:50,light rain,-35.1,173.7833,58.32,90,100,19.19
279,Cascais,PT,2022-07-23 22:37:51,clear sky,38.6979,-9.4215,72.55,61,0,12.66
280,Sabinas,MX,2022-07-23 22:37:51,few clouds,27.85,-101.1167,100.36,23,15,17.52
281,Bahir Dar,ET,2022-07-23 22:37:51,overcast clouds,11.5936,37.3908,59.65,95,92,3.69
282,Gilbues,BR,2022-07-23 22:37:52,clear sky,-9.8317,-45.3439,74.44,34,4,5.19
283,Sarangarh,IN,2022-07-23 22:37:52,overcast clouds,21.6,83.0833,76.5,93,97,5.23
284,Vega De Alatorre,MX,2022-07-23 22:37:53,few clouds,20.0333,-96.6333,87.28,63,15,17.54
285,Terrace,CA,2022-07-23 22:33:28,overcast clouds,54.5163,-128.6035,75.79,48,100,2.51
286,Maragheh,IR,2022-07-23 22:37:53,clear sky,37.3917,46.2398,71.26,46,0,11.5
287,Itarema,BR,2022-07-23 22:37:53,broken clouds,-2.9248,-39.9167,79.32,75,51,14.63
288,Mwanza,TZ,2022-07-23 22:37:54,scattered clouds,-2.5167,32.9,71.53,47,30,9.75
289,Pembroke,CA,2022-07-23 22:37:54,broken clouds,45.8168,-77.1162,83.39,50,72,9.33
290,Nambour,AU,2022-07-23 22:35:22,few clouds,-26.6333,152.95,61.86,80,13,6.33
291,Cabo San Lucas,MX,2022-07-23 22:37:54,overcast clouds,22.8909,-109.9124,79.52,87,100,5.01
292,Newport,GB,2022-07-23 22:37:55,light rain,51.5877,-2.9984,66.78,85,94,15.46
293,Fare,PF,2022-07-23 22:37:55,clear sky,-16.7,-151.0167,79.41,74,0,13.76
294,Nizwa,OM,2022-07-23 22:37:55,light rain,22.9333,57.5333,85.57,62,42,1.86
295,Taoudenni,ML,2022-07-23 22:33:53,clear sky,22.6783,-3.9836,99.61,8,0,14.83
296,Teahupoo,PF,2022-07-23 22:37:56,light rain,-17.8333,-149.2667,78.76,75,4,16.35
297,Nicolas Bravo,MX,2022-07-23 22:37:56,overcast clouds,18.45,-88.9167,81.07,74,100,4.83
298,Belaya Gora,RU,2022-07-23 22:37:56,scattered clouds,68.5333,146.4167,63.72,39,36,14.76
299,Severo-Yeniseyskiy,RU,2022-07-23 22:37:57,broken clouds,60.3725,93.0408,47.43,84,66,6.02
300,Leshukonskoye,RU,2022-07-23 22:33:09,light rain,64.8989,45.7622,53.29,98,100,7.02
301,Lasa,IT,2022-07-23 22:35:31,broken clouds,46.6166,10.7002,67.08,91,59,3.74
302,Winder,US,2022-07-23 22:37:57,clear sky,33.9926,-83.7202,93.78,62,0,0.0
303,Laguna,US,2022-07-23 22:37:58,clear sky,38.421,-121.4238,101.32,25,0,5.75
304,Baiyin,CN,2022-07-23 22:37:58,clear sky,36.5583,104.2081,69.3,59,1,2.3
305,Namibe,AO,2022-07-23 22:37:58,scattered clouds,-15.1961,12.1522,63.21,90,36,1.14
306,Sao Filipe,CV,2022-07-23 22:37:59,light rain,14.8961,-24.4956,77.67,85,100,5.01
307,Amalapuram,IN,2022-07-23 22:37:59,broken clouds,16.5833,82.0167,77.52,84,70,4.52
308,Maningrida,AU,2022-07-23 22:37:59,overcast clouds,-12.0667,134.2667,64.27,63,95,7.36
309,Hirna,ET,2022-07-23 22:38:00,light rain,9.2167,41.1,61.86,77,76,8.79
310,Richards Bay,ZA,2022-07-23 22:38:00,scattered clouds,-28.783,32.0377,68.25,78,45,12.41
311,Comachuen,MX,2022-07-23 22:38:00,overcast clouds,19.6167,-101.9,59.81,80,93,2.68
312,Batagay,RU,2022-07-23 22:38:01,overcast clouds,67.6333,134.6333,59.63,91,100,4.29
313,Zhigansk,RU,2022-07-23 22:38:01,scattered clouds,66.7697,123.3711,57.29,74,45,9.08
314,Male,MV,2022-07-23 22:33:04,overcast clouds,4.1748,73.5089,82.44,75,97,14.79
315,Turkistan,KZ,2022-07-23 22:38:02,clear sky,43.0,68.0,90.72,18,1,20.49
316,Itacare,BR,2022-07-23 22:38:02,overcast clouds,-14.2775,-38.9967,71.65,90,100,9.57
317,Coihaique,CL,2022-07-23 22:37:26,light snow,-45.5752,-72.0662,30.81,86,100,0.0
318,Lamu,KE,2022-07-23 22:38:03,clear sky,-2.2717,40.902,73.62,80,8,18.21
319,Namatanai,PG,2022-07-23 22:38:03,clear sky,-3.6667,152.4333,83.7,66,8,4.76
320,Port Hardy,CA,2022-07-23 22:38:03,few clouds,50.6996,-127.4199,61.52,72,16,14.5
321,Hamilton,US,2022-07-23 22:38:03,clear sky,39.1834,-84.5333,90.43,54,0,8.05
322,Ratnagiri,IN,2022-07-23 22:38:04,moderate rain,16.9833,73.3,78.78,83,100,10.0
323,Poum,NC,2022-07-23 22:39:05,broken clouds,-20.2333,164.0167,74.84,73,81,9.01
324,Singaraja,ID,2022-07-23 22:39:06,broken clouds,-8.112,115.0882,73.71,77,67,6.15
325,Svetlyy,RU,2022-07-23 22:39:06,broken clouds,54.675,20.1347,61.09,81,63,11.14
326,Nova Odesa,UA,2022-07-23 22:39:06,clear sky,47.3078,31.7851,69.06,50,0,3.98
327,Petrila,RO,2022-07-23 22:39:07,clear sky,45.45,23.4167,69.93,35,3,4.61
328,Choix,MX,2022-07-23 22:39:07,overcast clouds,26.7092,-108.3219,92.66,46,97,5.59
329,Kimberley,ZA,2022-07-23 22:38:59,scattered clouds,-28.7323,24.7623,44.29,61,43,11.5
330,Saint-Pierre,RE,2022-07-23 22:39:08,broken clouds,-21.3393,55.4781,67.68,76,75,4.61
331,Maniitsoq,GL,2022-07-23 22:39:08,overcast clouds,65.4167,-52.9,46.08,84,90,6.85
332,Vao,NC,2022-07-23 22:39:08,overcast clouds,-22.6667,167.4833,73.71,87,85,15.03
333,Esil,KZ,2022-07-23 22:39:09,clear sky,51.9556,66.4042,60.87,79,1,6.73
334,Loandjili,CG,2022-07-23 22:39:09,few clouds,-4.7561,11.8578,69.82,87,24,2.26
335,Fort Nelson,CA,2022-07-23 22:36:13,scattered clouds,58.8053,-122.7002,69.39,52,40,3.44
336,Kaitangata,NZ,2022-07-23 22:39:09,scattered clouds,-46.2817,169.8464,40.96,69,46,2.33
337,Saint-Louis,SN,2022-07-23 22:34:13,overcast clouds,16.3333,-15.0,86.41,59,91,9.53
338,Acapulco,MX,2022-07-23 22:36:25,broken clouds,16.8634,-99.8901,85.82,70,75,9.22
339,Conceicao Do Araguaia,BR,2022-07-23 22:39:10,clear sky,-8.2578,-49.2647,80.69,33,10,2.51
340,Londoko,RU,2022-07-23 22:39:10,clear sky,49.0333,131.9833,68.74,72,6,2.21
341,Aktash,RU,2022-07-23 22:39:11,clear sky,50.3,87.7333,38.68,86,7,1.83
342,Isoka,ZM,2022-07-23 22:39:11,broken clouds,-10.1606,32.6335,57.15,73,57,3.15
343,Naranjal,EC,2022-07-23 22:39:11,overcast clouds,-2.6667,-79.6167,74.01,85,89,2.48
344,Kosum Phisai,TH,2022-07-23 22:39:12,overcast clouds,16.2486,103.0674,81.09,88,100,4.72
345,Talara,PE,2022-07-23 22:39:12,clear sky,-4.5772,-81.2719,65.21,85,8,14.29
346,Zhoucheng,CN,2022-07-23 22:39:13,clear sky,35.9122,116.3117,74.07,85,0,4.43
347,Cuamba,MZ,2022-07-23 22:39:13,broken clouds,-14.8031,36.5372,64.85,65,64,2.62
348,Geraldton,AU,2022-07-23 22:39:13,broken clouds,-28.7667,114.6,60.49,54,81,14.94
349,San Quintin,MX,2022-07-23 22:39:14,few clouds,30.4833,-115.95,71.64,66,22,9.46
350,Bandarbeyla,SO,2022-07-23 22:39:14,scattered clouds,9.4942,50.8122,76.03,82,25,29.91
351,Talcahuano,CL,2022-07-23 22:39:14,light intensity drizzle rain,-36.7167,-73.1167,53.28,100,100,11.5
352,Tiznit,MA,2022-07-23 22:39:15,overcast clouds,29.5833,-9.5,88.59,24,92,1.05
353,Camacha,PT,2022-07-23 22:39:15,few clouds,33.0833,-16.3333,67.42,83,20,3.44
354,Atar,MR,2022-07-23 22:39:15,heavy intensity rain,20.5169,-13.0499,79.99,79,100,15.55
355,Viedma,AR,2022-07-23 22:38:33,overcast clouds,-40.8135,-62.9967,48.94,69,100,7.18
356,Tavda,RU,2022-07-23 22:39:16,broken clouds,58.0425,65.2726,53.78,75,71,3.85
357,Manggar,ID,2022-07-23 22:39:16,scattered clouds,-2.8833,108.2667,79.84,83,50,10.98
358,Kichera,RU,2022-07-23 22:35:14,light rain,55.9375,110.0997,61.81,97,99,1.97
359,Saint Anthony,US,2022-07-23 22:39:17,thunderstorm,45.0205,-93.218,78.22,74,20,20.71
360,Sanlucar La Mayor,ES,2022-07-23 22:39:17,clear sky,37.3871,-6.2011,84.81,29,0,1.01
361,Olafsvik,IS,2022-07-23 22:39:17,scattered clouds,64.8945,-23.7142,51.57,85,38,9.26
362,Phetchabun,TH,2022-07-23 22:39:18,overcast clouds,16.25,101.0833,73.94,95,100,3.49
363,Kamien Pomorski,PL,2022-07-23 22:39:18,broken clouds,53.9685,14.7726,53.96,78,61,14.29
364,Puerto Colombia,CO,2022-07-23 22:35:51,scattered clouds,10.9878,-74.9547,80.85,82,38,16.93
365,Komsomolskiy,UZ,2022-07-23 22:39:19,clear sky,40.4272,71.7189,84.92,30,2,9.22
366,Gravelbourg,CA,2022-07-23 22:39:19,scattered clouds,49.8834,-106.5512,71.87,37,29,13.96
367,Maraba,BR,2022-07-23 22:39:19,broken clouds,-5.3686,-49.1178,79.2,45,71,1.36
368,Wewak,PG,2022-07-23 22:39:20,scattered clouds,-3.5534,143.6268,80.91,85,28,6.17
369,Forbes,AU,2022-07-23 22:39:20,clear sky,-33.3833,148.0167,56.91,72,0,3.74
370,Middelburg,ZA,2022-07-23 22:39:20,broken clouds,-25.7751,29.4648,52.97,63,70,5.41
371,Tamworth,GB,2022-07-23 22:39:14,overcast clouds,52.634,-1.6959,67.62,81,99,5.99
372,Christchurch,NZ,2022-07-23 22:35:32,overcast clouds,-43.5333,172.6333,43.41,93,100,2.3
373,Wainwright,CA,2022-07-23 22:40:21,few clouds,52.839,-110.8572,69.01,50,11,3.31
374,Mogadishu,SO,2022-07-23 22:38:06,light rain,2.0371,45.3438,75.74,83,77,20.04
375,Bandar,ID,2022-07-23 22:40:22,overcast clouds,2.05,99.75,71.78,98,92,2.26
376,Oyem,GA,2022-07-23 22:40:22,overcast clouds,1.5995,11.5793,66.4,99,98,2.57
377,Kuching,MY,2022-07-23 22:40:22,few clouds,1.55,110.3333,75.42,94,20,0.0
378,Dhidhdhoo,MV,2022-07-23 22:36:51,broken clouds,6.8833,73.1,81.39,76,81,15.66
379,Sioux Lookout,CA,2022-07-23 22:37:40,moderate rain,50.1001,-91.917,68.07,83,100,5.75
380,Cockburn Town,TC,2022-07-23 22:40:23,scattered clouds,21.4612,-71.1419,81.86,74,44,19.48
381,The Valley,AI,2022-07-23 22:40:23,few clouds,18.217,-63.0578,82.54,69,20,11.5
382,Hofn,IS,2022-07-23 22:40:24,broken clouds,64.2539,-15.2082,52.99,84,77,1.41
383,Strezhevoy,RU,2022-07-23 22:40:24,overcast clouds,60.7333,77.5889,47.84,93,90,8.68
384,Trelew,AR,2022-07-23 22:40:22,light rain,-43.249,-65.3051,39.06,99,100,11.79
385,Zeya,RU,2022-07-23 22:40:24,few clouds,53.75,127.2667,74.19,52,22,1.3
386,Rocha,UY,2022-07-23 22:40:25,overcast clouds,-34.4833,-54.3333,61.32,96,97,6.76
387,Castro,BR,2022-07-23 22:39:18,overcast clouds,-24.7911,-50.0119,59.5,67,100,2.71
388,Ankpa,NG,2022-07-23 22:40:25,overcast clouds,7.3706,7.6253,68.58,99,100,4.12
389,Bagdarin,RU,2022-07-23 22:40:26,light rain,54.4333,113.6,63.3,93,98,3.51
390,Luderitz,NA,2022-07-23 22:40:26,clear sky,-26.6481,15.1594,58.17,65,0,19.77
391,Shahdadkot,PK,2022-07-23 22:40:26,overcast clouds,27.8477,67.9055,84.25,74,100,9.13
392,Gunnedah,AU,2022-07-23 22:40:26,broken clouds,-30.9833,150.25,51.84,70,59,5.01
393,Ninghai,CN,2022-07-23 22:40:27,clear sky,29.2892,121.4247,82.24,84,4,1.68
394,Hadrut,AZ,2022-07-23 22:40:27,clear sky,39.52,47.0318,68.63,57,1,5.55
395,Rognan,NO,2022-07-23 22:40:28,broken clouds,67.0953,15.3878,53.06,50,71,0.65
396,Burnie,AU,2022-07-23 22:40:28,overcast clouds,-41.0667,145.9167,54.91,92,100,4.83
397,Beloye,UA,2022-07-23 22:40:28,few clouds,48.4952,39.0505,60.21,89,11,7.43
398,Taltal,CL,2022-07-23 22:40:29,scattered clouds,-25.4,-70.4833,56.97,86,31,3.29
399,Port Shepstone,ZA,2022-07-23 22:40:29,light rain,-30.7414,30.455,60.46,83,90,26.51
400,Sauk Rapids,US,2022-07-23 22:40:30,clear sky,45.5919,-94.1661,78.62,70,0,11.5
401,Fernley,US,2022-07-23 22:35:36,clear sky,39.608,-119.2518,95.14,7,0,4.12
402,Sitka,US,2022-07-23 22:40:30,light rain,57.0531,-135.33,57.09,88,100,5.75
403,Yaan,NG,2022-07-23 22:40:31,overcast clouds,7.3833,8.5667,69.49,99,100,3.98
404,Fairbanks,US,2022-07-23 22:37:31,clear sky,64.8378,-147.7164,66.22,48,0,4.61
405,Mangrol,IN,2022-07-23 22:40:31,overcast clouds,21.1167,70.1167,81.18,81,100,18.81
406,Hambantota,LK,2022-07-23 22:40:31,overcast clouds,6.1241,81.1185,79.34,80,93,19.17
407,Kailua,US,2022-07-23 22:40:32,clear sky,21.4022,-157.7394,77.94,73,10,16.55
408,Tessalit,ML,2022-07-23 22:40:32,broken clouds,20.1986,1.0114,94.6,21,78,14.38
409,Kruisfontein,ZA,2022-07-23 22:39:15,light rain,-34.0033,24.7314,51.89,83,52,17.38
410,Sur,OM,2022-07-23 22:40:32,scattered clouds,22.5667,59.5289,86.83,68,41,9.22
411,Hervey Bay,AU,2022-07-23 22:40:33,clear sky,-25.2986,152.8535,61.74,80,10,14.54
412,Jizan,SA,2022-07-23 22:40:33,moderate rain,17.3333,42.6667,77.94,63,100,10.02
413,Sinazongwe,ZM,2022-07-23 22:40:33,clear sky,-17.2614,27.4618,66.09,46,1,4.09
414,Iqaluit,CA,2022-07-23 22:40:34,overcast clouds,63.7506,-68.5145,47.93,87,100,3.44
415,Dubbo,AU,2022-07-23 22:40:34,overcast clouds,-32.25,148.6167,46.53,79,100,10.36
416,Folsom,US,2022-07-23 22:40:35,clear sky,38.678,-121.1761,104.52,18,0,5.75
417,Ovre Ardal,NO,2022-07-23 22:40:35,overcast clouds,61.3167,7.8,55.33,93,99,3.38
418,Banda Aceh,ID,2022-07-23 22:40:35,moderate rain,5.5577,95.3222,78.13,81,100,3.53
419,Nanhai,CN,2022-07-23 22:40:36,scattered clouds,30.1282,111.7784,76.08,93,25,0.85
420,Ulaanbaatar,MN,2022-07-23 22:40:54,scattered clouds,47.9077,106.8832,51.93,87,40,4.47
421,Samarai,PG,2022-07-23 22:41:36,broken clouds,-10.6167,150.6667,79.54,83,84,12.82
422,Raudeberg,NO,2022-07-23 22:41:36,overcast clouds,61.9875,5.1352,56.07,84,100,2.86
423,Kenora,CA,2022-07-23 22:41:37,thunderstorm,49.8167,-94.4337,70.77,78,75,9.22
424,Aleppo,SY,2022-07-23 22:41:37,clear sky,36.25,37.5,77.41,44,0,7.9
425,Vila Franca Do Campo,PT,2022-07-23 22:41:38,overcast clouds,37.7167,-25.4333,75.2,87,95,3.49
426,Ceska Kamenice,CZ,2022-07-23 22:37:24,few clouds,50.7978,14.4177,62.89,55,24,3.36
427,Miyako,JP,2022-07-23 22:41:38,overcast clouds,39.6367,141.9525,74.23,86,92,2.35
428,Salta,AR,2022-07-23 22:41:38,clear sky,-24.7859,-65.4117,70.39,46,0,10.36
429,Avera,US,2022-07-23 22:41:39,broken clouds,33.194,-82.5271,92.71,46,55,7.99
430,Seoul,KR,2022-07-23 22:39:24,overcast clouds,37.5683,126.9778,72.48,94,97,3.6
431,Sorland,NO,2022-07-23 22:37:30,broken clouds,67.667,12.6934,51.66,82,77,10.27
432,Kulhudhuffushi,MV,2022-07-23 22:41:39,overcast clouds,6.6221,73.07,81.37,75,88,15.48
433,Tutoia,BR,2022-07-23 22:41:40,overcast clouds,-2.7619,-42.2744,80.13,81,89,9.82
434,Mackenzie,CA,2022-07-23 22:41:40,broken clouds,55.2999,-123.1698,79.02,34,75,11.5
435,Waingapu,ID,2022-07-23 22:41:40,scattered clouds,-9.6567,120.2641,71.26,71,32,8.5
436,Sonoita,MX,2022-07-23 22:41:41,broken clouds,31.85,-112.8333,100.53,24,51,17.58
437,Aripuana,BR,2022-07-23 22:41:41,clear sky,-9.1667,-60.6333,79.48,40,7,1.97
438,Belmonte,BR,2022-07-23 22:41:41,scattered clouds,-15.8631,-38.8828,71.94,84,48,9.84
439,Brokopondo,SR,2022-07-23 22:41:42,overcast clouds,4.75,-55.1667,77.43,87,93,7.52
440,Manoel Urbano,BR,2022-07-23 22:41:42,light rain,-8.8389,-69.2597,79.3,73,28,2.95
441,Waspan,NI,2022-07-23 22:41:42,overcast clouds,14.7419,-83.9717,80.13,82,100,6.17
442,Mirpur Sakro,PK,2022-07-23 22:41:43,moderate rain,24.5474,67.6277,83.37,81,99,15.75
443,Vredendal,ZA,2022-07-23 22:41:43,clear sky,-31.6683,18.5012,48.63,70,0,5.41
444,Whitianga,NZ,2022-07-23 22:41:44,light rain,-36.8333,175.7,56.14,82,100,17.47
445,Sungaipenuh,ID,2022-07-23 22:41:44,overcast clouds,-2.0833,101.3833,63.0,96,98,4.32
446,Big Rapids,US,2022-07-23 22:41:44,clear sky,43.6981,-85.4837,85.08,54,0,6.91
447,Antofagasta,CL,2022-07-23 22:41:45,clear sky,-23.65,-70.4,57.4,81,8,1.68
448,Baneh,IR,2022-07-23 22:41:45,clear sky,35.9975,45.8853,65.21,23,0,3.02
449,Marsaxlokk,MT,2022-07-23 22:41:45,clear sky,35.8419,14.5431,81.0,72,0,8.55
450,Carballo,ES,2022-07-23 22:41:46,few clouds,43.213,-8.691,59.67,96,11,0.67
451,Sheffield,GB,2022-07-23 22:40:39,overcast clouds,53.383,-1.4659,63.93,86,100,16.44
452,Husavik,IS,2022-07-23 22:38:40,overcast clouds,66.0449,-17.3389,47.53,88,100,2.62
453,Grand Gaube,MU,2022-07-23 22:41:46,scattered clouds,-20.0064,57.6608,70.54,75,26,20.27
454,Rundu,NA,2022-07-23 22:40:25,clear sky,-17.9333,19.7667,58.21,41,5,5.32
455,Angoche,MZ,2022-07-23 22:41:47,clear sky,-16.2325,39.9086,71.01,78,0,4.72
456,Ancud,CL,2022-07-23 22:41:47,overcast clouds,-41.8697,-73.8203,46.22,91,100,1.36
457,Alekseyevsk,RU,2022-07-23 22:41:47,overcast clouds,57.8406,108.3492,61.79,96,100,2.26
458,Narrabri,AU,2022-07-23 22:41:48,broken clouds,-30.3167,149.7833,55.9,64,74,5.17
459,Port Moresby,PG,2022-07-23 22:41:48,broken clouds,-9.4431,147.1797,78.22,89,75,11.5
460,Yumen,CN,2022-07-23 22:41:49,clear sky,40.2833,97.2,73.44,28,1,7.07
461,Manjacaze,MZ,2022-07-23 22:41:49,clear sky,-24.7117,33.8828,61.25,75,3,6.06
462,Dvinskoy,RU,2022-07-23 22:41:49,broken clouds,62.1535,45.1175,63.54,87,56,5.17
463,Abu Dhabi,AE,2022-07-23 22:39:04,clear sky,24.4667,54.3667,95.11,64,0,3.44
464,Prince Albert,CA,2022-07-23 22:41:50,broken clouds,53.2001,-105.7677,66.15,59,75,8.05
465,Green River,US,2022-07-23 22:41:50,scattered clouds,41.5286,-109.4662,82.8,36,48,5.01
466,Mariental,NA,2022-07-23 22:42:50,broken clouds,-24.6333,17.9667,56.95,34,69,10.67
467,Emerald,AU,2022-07-23 22:42:51,clear sky,-23.5333,148.1667,60.87,69,0,3.4
468,Tezu,IN,2022-07-23 22:42:51,overcast clouds,27.9167,96.1667,77.27,79,99,1.68
469,Hillsborough,US,2022-07-23 22:39:25,few clouds,37.5741,-122.3794,88.57,69,20,20.71
470,Dingle,PH,2022-07-23 22:42:52,light rain,10.9995,122.6711,79.52,87,81,1.43
471,Batagay-Alyta,RU,2022-07-23 22:42:52,broken clouds,67.8006,130.4114,58.93,79,79,6.38
472,Korla,CN,2022-07-23 22:39:13,clear sky,41.7597,86.1469,83.64,17,0,4.94
473,La Rioja,ES,2022-07-23 22:42:52,clear sky,42.25,-2.5,65.98,55,0,5.59
474,Cayenne,GF,2022-07-23 22:42:53,clear sky,4.9333,-52.3333,83.08,1,0,3.44
475,Mandan,US,2022-07-23 22:42:53,clear sky,46.8267,-100.8896,84.18,44,0,16.11
476,Oytal,KZ,2022-07-23 22:42:53,clear sky,42.9057,73.2697,77.99,30,0,4.88
477,Halifax,CA,2022-07-23 22:38:49,broken clouds,44.6453,-63.5724,71.15,81,54,8.68
478,San Jose De Rio Tinto,HN,2022-07-23 22:42:54,light rain,14.9333,-85.7,87.37,82,95,3.83
479,Itaituba,BR,2022-07-23 22:42:54,few clouds,-4.2761,-55.9836,80.04,51,18,1.3
480,Alegrete,BR,2022-07-23 22:42:54,overcast clouds,-29.7831,-55.7919,68.11,87,100,7.67
481,Noyabrsk,RU,2022-07-23 22:42:55,overcast clouds,63.1994,75.4507,51.39,98,100,13.33
482,Rafraf,TN,2022-07-23 22:42:55,clear sky,37.1904,10.1837,82.71,63,0,7.81
483,Koutsouras,GR,2022-07-23 22:42:56,clear sky,35.0339,25.9469,82.11,39,0,14.25
484,Pagsangahan,PH,2022-07-23 22:42:56,overcast clouds,13.2158,122.5431,82.8,77,100,5.48
485,Tucurui,BR,2022-07-23 22:42:56,overcast clouds,-3.7661,-49.6725,79.25,54,87,3.71
486,Itoman,JP,2022-07-23 22:42:57,scattered clouds,26.1247,127.6694,84.58,89,40,3.44
487,Camargo,MX,2022-07-23 22:39:39,scattered clouds,27.6667,-105.1667,96.66,18,45,6.96
488,Fonte Boa,BR,2022-07-23 22:42:57,overcast clouds,-2.4959,-66.2662,74.35,97,100,0.92
489,Mandurah,AU,2022-07-23 22:42:57,light rain,-32.55,115.7,53.76,69,77,14.5
490,Sola,VU,2022-07-23 22:42:58,few clouds,-13.8833,167.55,80.31,77,13,11.7
491,Culaman,PH,2022-07-23 22:42:58,overcast clouds,5.9603,125.6586,81.39,75,100,3.65
492,Zhaoqing,CN,2022-07-23 22:42:58,clear sky,23.0512,112.4597,85.82,79,3,2.15
493,Deniliquin,AU,2022-07-23 22:42:59,overcast clouds,-35.5333,144.9667,52.38,85,95,7.02
494,Zhangjiakou,CN,2022-07-23 22:42:59,clear sky,40.81,114.8794,71.78,53,7,2.28
495,Cherskiy,RU,2022-07-23 22:42:59,few clouds,68.75,161.3,60.66,42,14,2.33
496,Krasnoselkup,RU,2022-07-23 22:43:00,broken clouds,65.7,82.4667,58.93,90,54,2.89
497,Bunia,CD,2022-07-23 22:43:00,scattered clouds,1.5667,30.25,62.76,91,31,2.75
498,La Ronge,CA,2022-07-23 22:43:00,broken clouds,55.1001,-105.2842,62.85,67,75,1.14
499,Sarkand,KZ,2022-07-23 22:43:01,clear sky,45.41,79.9186,70.27,34,2,6.62
500,Portobelo,PA,2022-07-23 22:43:01,overcast clouds,9.55,-79.65,76.96,82,99,4.99
501,Port Blair,IN,2022-07-23 22:43:02,mist,11.6667,92.75,78.84,89,75,2.3
502,Phek,IN,2022-07-23 22:43:02,overcast clouds,25.6667,94.5,58.46,99,100,1.66
503,Ust-Nera,RU,2022-07-23 22:43:02,overcast clouds,64.5667,143.2,66.9,74,97,8.3
504,Mehamn,NO,2022-07-23 22:43:02,light rain,71.0357,27.8492,49.95,93,100,19.57
505,Kawalu,ID,2022-07-23 22:43:03,overcast clouds,-7.3817,108.2082,71.58,97,98,1.88
506,Keningau,MY,2022-07-23 22:43:03,overcast clouds,5.3378,116.1602,71.87,98,87,1.32
507,Akureyri,IS,2022-07-23 22:43:04,overcast clouds,65.6835,-18.0878,48.13,87,100,9.22
508,Los Llanos De Aridane,ES,2022-07-23 22:39:10,few clouds,28.6585,-17.9182,71.56,82,17,2.46
509,Rio Grande,BR,2022-07-23 22:43:04,broken clouds,-32.035,-52.0986,59.07,97,66,8.37
510,Jumla,NP,2022-07-23 22:39:04,overcast clouds,29.2747,82.1838,63.05,98,100,1.7
511,Shouguang,CN,2022-07-23 22:43:05,clear sky,36.88,118.7375,75.02,84,0,3.6
512,Maykor,RU,2022-07-23 22:43:05,scattered clouds,59.0059,55.88,59.74,97,40,3.91
513,Mantua,IT,2022-07-23 22:44:06,overcast clouds,45.1667,10.7833,87.04,74,100,1.99
514,Alta Floresta,BR,2022-07-23 22:44:06,clear sky,-9.8756,-56.0861,79.23,32,4,3.96
515,Gazanjyk,TM,2022-07-23 22:44:06,clear sky,39.2446,55.5154,78.58,59,4,10.76
516,Mashhad,IR,2022-07-23 22:44:07,clear sky,36.297,59.6062,80.74,50,0,6.91
517,Terrak,NO,2022-07-23 22:44:07,overcast clouds,65.087,12.3715,50.13,92,94,2.91
518,Tobol,KZ,2022-07-23 22:44:07,clear sky,52.6844,62.5794,63.7,67,1,3.06
519,Meulaboh,ID,2022-07-23 22:44:08,overcast clouds,4.1363,96.1285,75.2,91,100,5.06
520,Suez,EG,2022-07-23 22:44:08,clear sky,29.9737,32.5263,75.2,69,3,9.51
521,Benghazi,LY,2022-07-23 22:44:08,clear sky,32.1167,20.0667,80.55,67,0,18.84
522,Lompoc,US,2022-07-23 22:44:09,clear sky,34.6391,-120.4579,72.84,73,0,21.0
